gender,birthyear,Province,news_canada_1,news_canada_2,news_canada_3,news_canada_4,news_canada_6,news_canada_7,news_canada_8,news_canada_9,news_canada_10,news_canada_11,news_canada_12,news_canada_13,news_canada_14,news_canada_15,news_canada_16,news_canada_17,news_canada_18,news_canada_19,news_canada_20,news_canada_21,news_canada_22,news_canada_23,news_canada_24,news_canada_25,news_canada_26,news_canada_27,news_canada_28,news_canada_29,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_7,news_trust_8,news_trust_9,news_trust_10,news_trust_11,news_trust_12,news_trust_13,news_trust_14,news_trust_15,news_trust_16,news_trust_17,news_trust_18,news_trust_19,news_trust_20,news_trust_21,news_trust_22,news_trust_23,news_trust_24,news_trust_25,news_trust_26,news_trust_27,news_trust_28,Q118_1,Q118_2,Q118_3,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,Q118_22,Q118_23,Q118_24,Q118_25,Q118_26,Q118_27,Q118_28,whenready_1,whenready_2,whenready_3,whenready_4,whenready_5,whenready_6,whenready_7,whenready_8,whenready_9,whenready_10,Q113,Q92,Q90,Q108,Q108_7_TEXT,Q104,Q104_19_TEXT,Q104_20_TEXT,Q88,Q98,Q96_1,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_12,Q96_13,Q96_14,Q96_15,Q96_16,Q96_17,Q96_17_TEXT,Q100,Q100_6_TEXT,Q117.1,Q102,Q110,Q112
Male,1992,Ontario,CTV News,The CBC,,0,,0,,0,,,,,,,,,,,,,,,,0,0,,,0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Centrist,Right-leaning,,,,,,,,,,,,,,,,,,,,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",I am already ready or doing it ,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Working class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Employed part-time,-99,Agriculture,-99,-99,Yes,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,I don't know,0,-99,French,-99,Financially stable,Married,Conservative Party led by Andrew Scheer,I did not vote
Female,1995,Ontario,,,0,,0,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,,,,,,The Wall Street Journal,The Huffington Post,0,,,,,,Not sure,Not sure,Yes,,,,,,,,,,,,,,,,,,Not sure,Not sure,,,,,,,-99,-99,-99,,,,,,,,,,,,,,,,,,-99,-99,,"		In 1-3 months","		In more than 6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		In 1-3 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Working class,Bachelor’s degree,"$25,000 to $50,000",Employed full-time,-99,Public service,-99,-99,No,Canada,0,0,0,0,0,0,0,0,Filipino,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,Liberal Party led by Justin Trudeau ,The New Democratic Party led by Andrea Horwath
Female,1992,Ontario,,,,0,0,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,CNN,,The New York Times,,,,,0,,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,Not sure,,,,,,,,,,,-99,,-99,,,,,,,,,,,,,Left-leaning,,-99,,,,,,Not applicable for me,Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In 3-6 months",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Middle class,Bachelor’s degree,"$75,000 to $100,000",Employed full-time,-99,Public service,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Common-law,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Female,1986,Ontario,,,0,,0,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,,Fox News,The New York Times,,,,,0,,,,,,Not sure,,Not sure,,,,,,,,,,,,,,Not sure,Not sure,,,,,,,,,,,-99,,-99,,,,,,,,,,,,,,-99,-99,,,,,,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,Not applicable for me,"		In 3-6 months",I am already ready or doing it ,"		In 1-3 months",I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Working class,Bachelor’s degree,"$50,000 to $75,000",Employed full-time,-99,Management (non-government) or business,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Separated,I did not vote,I did not vote
Other,1998,Ontario,,The CBC,0,,,The Globe and Mail ,,0,,,,,,,,,,,,,,,,0,0,,,0,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,None/Impartial,,,,None/Impartial,,,,,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In 3-6 months",I am already ready or doing it ,"		In 3-6 months","		In more than 6 months","		In 3-6 months",Upper middle class,Secondary (high) school diploma or equivalency certificate,"$100,000 to $150,000",Student,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Financially stable,Single,Liberal Party led by Justin Trudeau ,The New Democratic Party led by Andrea Horwath
Female,1989,Ontario,CTV News,,,0,0,,The National Post,Toronto Star,,,,,,,,,,,,,,,,,The Economist,,0,0,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,-99,,,,,,-99,-99,,,,,,,,,,,,,,,,,-99,,,,"		In 1-3 months","		In 3-6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months","		In 3-6 months",I am already ready or doing it ,Working class,Bachelor’s degree,"$25,000 to $50,000",Employed part-time,-99,Education or Social Services,-99,-99,Yes,Another country,0,0,"Latin, Central and South American",0,0,0,0,0,0,0,0,0,0,0,0,-99,Other:,Spanish,Just getting by,Married,I did not vote,I don't remember
Female,1998,Ontario,,,0,0,0,0,,0,,,,,,,,,,,,,0,,,0,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,None/Impartial,"		In 1-3 months","		In more than 6 months",I am already ready or doing it ,"		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In more than 6 months",Not applicable for me,Middle class,Bachelor’s degree,"$75,000 to $100,000",Employed part-time,-99,Hospitality/Service industry,-99,-99,No,Canada,0,0,"Latin, Central and South American",0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Single,NDP led by Jagmeet Singh,I don't remember
Female,1986,Ontario,CTV News,,,0,,,0,Toronto Star,,,,,,,,,,,,,,0,,,0,,,0,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Centrist,,,,,,,Centrist,,,,,,,,,,,,,,,,,,,,,"		In 3-6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In 1-3 months","		In 1-3 months","		In 1-3 months","		In 1-3 months",I am already ready or doing it ,Upper middle class,Bachelor’s degree,"$50,000 to $75,000",Employed part-time,-99,Healthcare,-99,-99,Yes,Canada,0,0,0,0,0,0,0,0,0,0,South Asia,0,0,0,0,-99,English,-99,Just getting by,Married,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Female,1990,Ontario,CTV News,0,0,,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,CNN,0,,,,,,0,Yes,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,,,None/Impartial,,,,,None/Impartial,,None/Impartial,,,,,,,,,,,,,None/Impartial,,,,,,,,"		In 3-6 months","		In 3-6 months","		In 3-6 months","		In more than 6 months",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Middle class,Bachelor’s degree,"$100,000 to $150,000",Employed full-time,-99,Education or Social Services,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Liberal Party led by Justin Trudeau ,The Progressive Conservative Party led by Doug Ford
Female,1996,Ontario,CTV News,The CBC,,,,,The National Post,Toronto Star,,,,,,,,,,,,,CNN,Fox News,,,,,,0,Yes,Not sure,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Not sure,,,,,,,Centrist,Left-leaning,,,,,Centrist,Left-leaning,,,,,,,,,,,,,Centrist,Right-leaning,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Working class,Bachelor’s degree,"$25,000 to $50,000",Employed full-time,-99,Hospitality/Service industry,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Common-law,Liberal Party led by Justin Trudeau ,The Progressive Conservative Party led by Doug Ford
Female,1987,Ontario,,,,MacLeans,0,,The National Post,Toronto Star,,,,,,,,,,,,,,,The New York Times,The Guardian,,,,0,,,,Not sure,,,No,No,,,,,,,,,,,,,,,No,No,,,,,,,,-99,,,Right-leaning,None/Impartial,,,,,,,,,,,,,,,-99,Left-leaning,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		In 3-6 months",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Middle class,University certificate or diploma below bachelor level,"$100,000 to $150,000",Employed full-time,-99,Public service,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Male,1992,Ontario,,,0,MacLeans,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,,,,,0,The Wall Street Journal,,0,,,,No,,No,,No,,,,,,,,,,,,,,,,,,No,,,,,,Centrist,,Left-leaning,,Left-leaning,,,,,,,,,,,,,,,,,,Centrist,,,"		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months","		In 1-3 months","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months",Middle class,Bachelor’s degree,"$50,000 to $75,000",Employed full-time,-99,Computers & Technology,-99,-99,Yes,Another country,0,Europe,"Latin, Central and South American",0,0,0,0,0,0,0,0,0,0,0,0,-99,Other:,Spanish,Just getting by,Married,Conservative Party led by Andrew Scheer,I did not vote
Male,1987,Ontario,0,,0,,0,,,Toronto Star,,,,,,,,,,,,,,,,The Guardian,,,The Huffington Post,0,,,,,,,,Not sure,,,,,,,,,,,,,,,,Not sure,,,Not sure,,,,,,,,,-99,,,,,,,,,,,,,,,,-99,,,-99,,Not applicable for me,Not applicable for me,Not applicable for me,"		In 1-3 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Working class,"University certificate, diploma or degree above bachelor level","$75,000 to $100,000",Employed full-time,-99,"Other, please specify:",-99,automotive ,Yes,Another country,0,0,0,0,0,0,0,0,Filipino,0,0,0,0,0,0,-99,Other:,Tagalog,Getting ahead with some savings,Common-law,I did not vote,I did not vote
Male,1992,Ontario,,,0,MacLeans,,,The National Post,Toronto Star,,,,,,,,,,,,,,,The New York Times,,The Economist,,,0,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,Centrist,,,Left-leaning,Right-leaning,,,,,,,,,,,,,,,Centrist,,Right-leaning,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",Middle class,Bachelor’s degree,"$100,000 to $150,000",Employed full-time,-99,Manufacturing,-99,-99,No,Canada,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Single,Liberal Party led by Justin Trudeau ,The New Democratic Party led by Andrea Horwath
Male,1986,Ontario,,,The Hill Times,,The Canadian Public Affairs Channel,,0,Toronto Star,,,,,,,,,,,,,,0,0,,,,,0,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Right-leaning,,Left-leaning,,,Right-leaning,,,,,,,,,,,,,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		In more than 6 months",Lower middle class,"College, CEGEP or other non-university certificate or diploma","$25,000 to $50,000",Employed full-time,-99,Prefer not to say,-99,-99,Yes,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,Other:,Italian ,Just getting by,Married,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Male,2000,Ontario,CTV News,The CBC,,MacLeans,,,,Toronto Star,,,,,,,,,,,,,CNN,,,,,The Wall Street Journal,,0,Yes,Yes,,Not sure,,,,Yes,,,,,,,,,,,,,Not sure,,,,,Not sure,,,-99,-99,,-99,,,,Right-leaning,,,,,,,,,,,,,Left-leaning,,,,,-99,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Upper middle class,Bachelor’s degree,"$100,000 to $150,000",Student,-99,,,,No,Another country,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Single,Conservative Party led by Andrew Scheer,I did not vote
Male,1989,Ontario,,,0,MacLeans,,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,,,,The Guardian,,,The Huffington Post,0,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,No,,,No,,,,,Right-leaning,,Right-leaning,Centrist,Right-leaning,,,,,,,,,,,,,,,,Left-leaning,,,Centrist,,"		In 3-6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In more than 6 months",I am already ready or doing it ,"		In more than 6 months","		In more than 6 months","		In more than 6 months",Upper middle class,"University certificate, diploma or degree at bachelor level or above","$150,000 or over",Employed full-time,-99,"Other, please specify:",-99,Finance/Bankinf,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English and French,-99,Financially stable,Married,Liberal Party led by Justin Trudeau ,The Progressive Conservative Party led by Doug Ford
Male,2000,Ontario,CTV News,The CBC,,,0,,,Toronto Star,,,,,,,,,,,,,CNN,,,,,,0,0,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,-99,-99,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,"		In 1-3 months",I am already ready or doing it ,"		In 1-3 months",Not applicable for me,"		In 3-6 months",I am already ready or doing it ,Poor class,"No certificate, diploma or degree","Under $25,000",Other,-99,,,,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,I don't know,0,-99,English,-99,Falling behind,Single,I did not vote,I did not vote
Male,1990,Ontario,CTV News,,0,0,,,0,0,,,,,,,,,,,,,,,,0,,0,,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared",Middle class,Bachelor’s degree,"$50,000 to $75,000",Employed full-time,-99,Mining,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Single,I did not vote,I did not vote
Male,1991,Ontario,,The CBC,,,0,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,,,0,,0,,,0,,No,,,,Not sure,,Not sure,,,,,,,,,,,,,,,,,,,,,,Right-leaning,,,,Right-leaning,,Right-leaning,,,,,,,,,,,,,,,,,,,,,"		In 3-6 months","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		In more than 6 months","		In more than 6 months",Middle class,"College, CEGEP or other non-university certificate or diploma","$75,000 to $100,000",Employed full-time,-99,Computers & Technology,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Conservative Party led by Andrew Scheer,The Progressive Conservative Party led by Doug Ford
Male,1996,Ontario,,The CBC,0,,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,CNN,Fox News,,,,,,0,,Yes,,,,Not sure,,Not sure,,,,,,,,,,,,,Yes,No,,,,,,,,Centrist,,,,Centrist,,Centrist,,,,,,,,,,,,,Centrist,Right-leaning,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,"		In 1-3 months","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Lower middle class,Secondary (high) school diploma or equivalency certificate,"$100,000 to $150,000",Employed full-time,-99,Hospitality/Service industry,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Single,Conservative Party led by Andrew Scheer,The Progressive Conservative Party led by Doug Ford
Male,1986,Ontario,CTV News,,The Hill Times,,,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,,Fox News,The New York Times,,,,,0,Yes,,Yes,,,Yes,No,No,,,,,,,,,,,,,,Yes,Yes,,,,,,None/Impartial,,None/Impartial,,,None/Impartial,None/Impartial,None/Impartial,,,,,,,,,,,,,,None/Impartial,None/Impartial,,,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Lower middle class,Secondary (high) school diploma or equivalency certificate,don't know,Employed full-time,-99,Computers & Technology,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,I did not vote,I did not vote
Male,1988,Ontario,CTV News,0,,,,,The National Post,0,,,,,,,,,,,,,,,,,The Economist,The Wall Street Journal,,0,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,Centrist,,,,,,Right-leaning,,,,,,,,,,,,,,,,,,None/Impartial,Left-leaning,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Upper middle class,Secondary (high) school diploma or equivalency certificate,"$100,000 to $150,000",Employed full-time,-99,Management (non-government) or business,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,NDP led by Jagmeet Singh,The New Democratic Party led by Andrea Horwath
Female,1986,Ontario,,The CBC,,MacLeans,0,,,Toronto Star,,,,,,,,,,,,,,,,0,,,The Huffington Post,0,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,-99,,-99,,,,-99,,,,,,,,,,,,,,,,,,,-99,,"		In more than 6 months",Not applicable for me,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Upper middle class,"College, CEGEP or other non-university certificate or diploma","$100,000 to $150,000",Homemaker/stay-at-home parent,-99,,,,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Common-law,Liberal Party led by Justin Trudeau ,I did not vote
Female,1988,Ontario,CTV News,,0,0,,,The National Post,Toronto Star,,,,,,,,,,,,,,,The New York Times,0,,,,0,Yes,,,,,,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,Centrist,,,,,,Right-leaning,Left-leaning,,,,,,,,,,,,,,,Centrist,,,,,,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",Lower middle class,Bachelor’s degree,"$75,000 to $100,000",Self-employed,-99,Healthcare,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Common-law,NDP led by Jagmeet Singh,The New Democratic Party led by Andrea Horwath
Female,1988,Ontario,,The CBC,0,MacLeans,0,,,Toronto Star,,,,,,,,,,,,,,Fox News,,,,,The Huffington Post,0,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,No,,,,,Yes,,,-99,,-99,,,,-99,,,,,,,,,,,,,,-99,,,,,-99,,"		In 3-6 months","		In 3-6 months","		In 3-6 months","		In more than 6 months","		In more than 6 months","		In 3-6 months","		In 1-3 months","		In more than 6 months","		In more than 6 months","		In 1-3 months",Lower middle class,Bachelor’s degree,don't know,Employed full-time,-99,Public service,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Divorced,I don't remember,I don't remember
Male,1988,Ontario,,,0,MacLeans,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,CNN,,,,,The Wall Street Journal,,0,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Right-leaning,,Right-leaning,,Left-leaning,,,,,,,,,,,,,Centrist,,,,,Right-leaning,,,"		In 3-6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In 3-6 months",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Middle class,"College, CEGEP or other non-university certificate or diploma","$100,000 to $150,000",Employed full-time,-99,Management (non-government) or business,-99,-99,No,Canada,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,Other:,Cantonese,Getting ahead with some savings,Married,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Male,1986,Ontario,CTV News,The CBC,,MacLeans,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,,,,,The Economist,,The Huffington Post,0,Yes,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,Yes,,Right-leaning,None/Impartial,,Centrist,,Right-leaning,,Centrist,,,,,,,,,,,,,,,,,Right-leaning,,Left-leaning,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months",Middle class,"University certificate, diploma or degree above bachelor level","$100,000 to $150,000",Employed full-time,-99,Education or Social Services,-99,-99,No,Canada,0,0,0,0,0,West Central Asia and Middle East,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Single,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Female,1992,Ontario,,,0,,0,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,,,,The Guardian,,The Wall Street Journal,,0,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Centrist,Left-leaning,-99,,,,,,,,,,,,,,,,-99,,Right-leaning,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months","		In 3-6 months","		In more than 6 months","		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",Lower middle class,Bachelor’s degree,"$75,000 to $100,000",Employed full-time,-99,Law enforcement,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English and French,-99,Getting ahead with some savings,Common-law,I did not vote,I did not vote
Male,1992,Ontario,,,0,,The Canadian Public Affairs Channel,,The National Post,Toronto Star,,,,,,,,,,,,,,Fox News,The New York Times,,,,,0,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,Not sure,Not sure,,,,,,,,,,None/Impartial,,None/Impartial,None/Impartial,,,,,,,,,,,,,,-99,-99,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",Not applicable for me,Middle class,Apprenticeship or trades certificate or diploma,"$50,000 to $75,000",Employed full-time,-99,"Trade-work, please specify:",PH & D contracting,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Common-law,Liberal Party led by Justin Trudeau ,The Progressive Conservative Party led by Doug Ford
